Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2025,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,1.1598986451,Benchmark
1986,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-3912.074904993046,Broad
2002,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,6998.487401382581,Broad
2010,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5220.0,Broad
2023,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2025,23.327831432,Benchmark
2019,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,2238.0,Benchmark
2015,State,Washington,53,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,144164.0,Benchmark
1989,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-945.5328873115043,Benchmark
2016,County or Equivalent,Pierce County,53053,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,14.45864097,Broad
1982,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2177917.5804876545,Benchmark
2016,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,170.0,Benchmark
2020,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,2256.0,Benchmark
1983,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9413.903278622416,Broad
2007,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-5535.177115348139,Broad
2010,Metropolitan Statistical Area,Seattle MSA,42660,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,65445.0,Benchmark
2011,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5081.0,Broad
1984,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-901.5814625172166,Benchmark
1995,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,3038020.884109966,Benchmark
1998,State,Washington,53,DEATHS,Moodys-State,Moodys,-42980.937206482486,Benchmark
1996,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,384.05296939977654,Broad
2024,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.2191973634,Benchmark
2014,Region,Puget Sound Region,53033-53035-53053-53061,RNETMIG,Census-County-State-US,PEP_Vintage_2020,32.4187714429,Benchmark
2020,Region,Puget Sound Region,53033-53035-53053-53061,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,85258.0,Benchmark
2016,Region,Puget Sound Region,53033-53035-53053-53061,RDEATH,Census-County-State-US,PEP_Vintage_2020,28.7561388361,Benchmark
1997,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-4957.41247789839,Broad
1986,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,4419.5431882286275,Broad
2018,Metropolitan Statistical Area,Seattle MSA,42660,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,69650.0,Benchmark
2007,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,6461587.0,Benchmark
2001,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,1530.8131325275383,Broad
1992,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,64965.12746152776,Benchmark
1997,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,19847.30897901216,Benchmark
1990,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-977.7605880179822,Benchmark
2010,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2020,-20672.0,Benchmark
1990,National,United States,00,NATURALCHG,Moodys-US,Moodys,1944106.8570580564,Benchmark
1994,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Moodys-CBSA,Moodys,-1915.5871960308295,Benchmark
1994,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-20548.173680208565,Benchmark
1982,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2332974.189201059,Benchmark
2021,Region,Puget Sound Region,53033-53035-53053-53061,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,-9346.0,Benchmark
2007,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,11286.67461538699,Broad
2018,National,United States,00,RDEATH,Census-County-State-US,PEP_Vintage_2020,8.7099686359,Benchmark
1990,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,42092.16871545901,Benchmark
2017,State,Washington,53,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,4.4653987612,Benchmark
1990,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,929.4303824616591,Benchmark
2024,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2025,42.48406868,Benchmark
2007,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-605.0,Benchmark
2001,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,6682.429250317436,Broad
1982,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,917.3653700147079,Benchmark
2011,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2020,-2512442.0,Benchmark
2018,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,719871.0,Benchmark
1994,National,United States,00,RESIDUAL,Moodys-US,Moodys,73330.3517273724,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,11017.0,Benchmark
2015,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2020,47771.0,Benchmark
2016,Metropolitan Statistical Area,Seattle MSA,42660,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,31.3292623539,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2020,-18.0,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,GQESTIMATES,Census-CBSA,PEP_Vintage_2025,75234.0,Benchmark
1983,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-829.8980014943835,Benchmark
1986,National,United States,00,NATURALCHG,Moodys-US,Moodys,1674357.640871885,Benchmark
2024,National,United States,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,340003797.0,Benchmark
1982,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-16719.153336429932,Benchmark
2013,Metropolitan Statistical Area,Seattle MSA,42660,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,18.5434366567,Benchmark
1986,National,United States,00,BIRTHS,Moodys-US,Moodys,3766145.724914937,Benchmark
1997,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,665132.0177854516,Broad
2007,National,United States,00,POPESTIMATE,Moodys-US,Moodys,301304768.0,Benchmark
2014,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.2738790133,Broad
2015,Region,Puget Sound Region,53033-53035-53053-53061,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,76989.0,Benchmark
2019,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4137.0,Benchmark
2013,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,19729.0,Benchmark
2021,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,3309.0,Broad
1992,National,United States,00,POPESTIMATE,Moodys-US,Moodys,256565032.17016485,Benchmark
2021,Region,Puget Sound Region,53033-53035-53053-53061,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,78144.0,Benchmark
1982,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,435122.261881027,Benchmark
2019,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.7258710676,Benchmark
1986,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-16764.176497192893,Benchmark
2024,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2025,8.396777672,Broad
2004,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,20683.70723829052,Benchmark
2022,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2025,6860.0,Benchmark
1993,National,United States,00,POPESTIMATE,Moodys-US,Moodys,259971034.61085954,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,25198.0,Benchmark
2011,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,3758727.0,Benchmark
2016,State,Washington,53,NETMIG,Census-County-State-US,PEP_Vintage_2020,96690.0,Benchmark
2017,Region,Puget Sound Region,53033-53035-53053-53061,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,31.060483512700003,Benchmark
2008,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,933607.2810930249,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2025,-9.671035461999999,Benchmark
2004,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,17967.676608004982,Benchmark
2015,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP_Vintage_2020,10078.0,Focus
1986,National,United States,00,POPESTIMATE,Moodys-US,Moodys,240179446.52598813,Benchmark
2008,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,24107.070490720518,Benchmark
2015,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2020,10.508956951,Benchmark
2016,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1065017.0,Benchmark
1988,National,United States,00,BIRTHS,Moodys-US,Moodys,3850019.8853168534,Benchmark
1994,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,2272.5949592412408,Broad
1996,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Moodys-County,Moodys,11442.799622560451,Benchmark
1988,State,Washington,53,DEATHS,Moodys-State,Moodys,-36020.00129189242,Benchmark
1991,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-1905.9999999999995,Benchmark
2019,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2020,11.509707816,Benchmark
2017,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2020,20.8548356129,Benchmark
2002,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,20571.61940290262,Benchmark
2002,State,Washington,53,DEATHS,Moodys-State,Moodys,-44706.20585936884,Benchmark
2020,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,4548.0,Broad
2023,National,United States,00,BIRTHS,Census-County-State-US,PEP_Vintage_2025,3648896.0,Benchmark
2023,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,2696.0,Broad
2025,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,2600.0,Broad
2011,National,United States,00,RDEATH,Census-County-State-US,PEP_Vintage_2020,8.0927653768,Benchmark
2010,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,19612.0,Benchmark
1986,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2465310.804697965,Benchmark
2000,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-1245.4888150129798,Benchmark
1984,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,4343660.156249999,Benchmark
1999,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,22433.23355670883,Benchmark
2019,State,Washington,53,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,3.0954736458,Benchmark
2006,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,7909.935759878023,Broad
2017,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2020,-25514.0,Benchmark
1988,National,United States,00,RESIDUAL,Moodys-US,Moodys,68901.89689718261,Benchmark
2014,Region,Puget Sound Region,53033-53035-53053-53061,RDEATH,Census-County-State-US,PEP_Vintage_2020,28.1668459444,Benchmark
1996,State,Washington,53,NATURALCHG,Moodys-State,Moodys,36489.13838564248,Benchmark
1991,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-997.7116774595346,Benchmark
1984,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,16033.359207337346,Benchmark
1995,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9708.98247686617,Broad
2001,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Moodys-CBSA,Moodys,4493.402656100602,Benchmark
2007,State,Washington,53,NATURALCHG,Moodys-State,Moodys,41867.1284305306,Benchmark
2021,County or Equivalent,Pierce County,53053,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,3.574601854,Broad
2023,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2025,12890.0,Benchmark
2002,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,43378.99872746096,Benchmark
2022,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,2455.0,Broad
1982,National,United States,00,RESIDUAL,Moodys-US,Moodys,65558.25645300795,Benchmark
1989,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,9691.263275131232,Benchmark
1989,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,997.6623914415541,Benchmark
2014,State,Washington,53,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,24414.0,Benchmark
2007,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,931.046018489044,Broad
2008,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,40243.00000000123,Benchmark
1998,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,3207639.0016344343,Benchmark
2024,National,United States,00,NETMIG,Census-County-State-US,PEP_Vintage_2025,2734468.0,Benchmark
2018,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,86748.0,Benchmark
2011,County or Equivalent,Pierce County,53053,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,7.3181838029,Broad
2019,County or Equivalent,Pierce County,53053,DEATHS,Census-County-State-US,PEP_Vintage_2020,-7140.0,Broad
2012,County or Equivalent,Pierce County,53053,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,815772.0,Broad
2020,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,2676.0,Benchmark
2023,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2025,8.6695560067,Benchmark
2012,State,Washington,53,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,71120.0,Benchmark
2011,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP_Vintage_2020,9443.0,Focus
2009,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,2102.6686904956846,Broad
2023,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,26.479532968,Benchmark
2015,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,88779.0,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2020,19.92351352,Benchmark
2012,National,United States,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
1992,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,619059.9816286359,Broad
2024,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2025,-29293.0,Benchmark
2025,Region,Puget Sound Region,53033-53035-53053-53061,RDEATH,Census-County-State-US,PEP_Vintage_2025,30.994327333999998,Benchmark
2024,County or Equivalent,Pierce County,53053,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,5.053457846,Broad
2025,County or Equivalent,Pierce County,53053,NETMIG,Census-County-State-US,PEP_Vintage_2025,3782.0,Broad
1996,National,United States,00,NATURALCHG,Moodys-US,Moodys,1588772.3927252723,Benchmark
1998,National,United States,00,POPESTIMATE,Moodys-US,Moodys,275914446.30567986,Benchmark
1987,State,Washington,53,NATURALCHG,Moodys-State,Moodys,35419.0093875537,Benchmark
1985,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9466.677434025696,Broad
2022,County or Equivalent,Pierce County,53053,NETMIG,Census-County-State-US,PEP_Vintage_2025,-2201.0,Broad
2005,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,24094.224878236288,Benchmark
1983,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,-7514.470631181193,Broad
2024,Metropolitan Statistical Area,Seattle MSA,42660,RBIRTH,Census-CBSA,PEP_Vintage_2025,32.754385441,Benchmark
2011,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,86692.0,Benchmark
2020,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,188.0,Broad
2000,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,12608.430057427533,Benchmark
2005,National,United States,00,RESIDUAL,Moodys-US,Moodys,70757.2343746011,Benchmark
2020,State,Washington,53,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,162476.0,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2020,20.4287276108,Benchmark
2017,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,10399.0,Broad
2002,State,Washington,53,BIRTHS,Moodys-State,Moodys,78908.79480104828,Benchmark
1990,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,5573.538481325993,Broad
2014,County or Equivalent,Pierce County,53053,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,833106.0,Broad
2011,County or Equivalent,Pierce County,53053,BIRTHS,Census-County-State-US,PEP_Vintage_2020,10852.0,Broad
2013,National,United States,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
1998,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-257.4982260524358,Broad
1981,State,Washington,53,BIRTHS,Moodys-State,Moodys,71115.75692175105,Benchmark
2015,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,5.8539940546,Benchmark
2002,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,532.475044210131,Benchmark
1985,National,United States,00,RESIDUAL,Moodys-US,Moodys,67268.80685209131,Benchmark
2022,National,United States,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,5.0206301198,Benchmark
2013,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,20266.0,Broad
2009,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,902193.6815080423,Benchmark
2023,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP_Vintage_2025,10662.0,Focus
1988,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,21644.375953852646,Benchmark
1983,National,United States,00,BIRTHS,Moodys-US,Moodys,3681806.773973828,Benchmark
1990,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2578806.9802057208,Benchmark
2020,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,23303.0,Broad
1987,National,United States,00,POPESTIMATE,Moodys-US,Moodys,242336990.86705217,Benchmark
1988,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Moodys-CBSA,Moodys,37614.45878074588,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,RBIRTH,Census-CBSA,PEP_Vintage_2020,36.143956789,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,6.549825618,Benchmark
2018,Region,Puget Sound Region,53033-53035-53053-53061,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,78782.0,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,NETMIG,Census-CBSA,PEP_Vintage_2020,42819.0,Benchmark
